Date_tweeted,username,display_name,tweet_link,Tweets,Number_of_Likes,Number_retweets,Qouted_times,Source_of_Tweet,number_of_followers,location
2023-02-23 01:27:22,FemiDasilva17,Femi Da-silva,https://twitter.com/FemiDasilva17/status/1628567160338501644,"Our prayers for Saturday #NigeriaElections2023
We tear down arguments, deception, massively corrupt culture &amp; take captive every thought to make it #obedient to Christ.
2cor.10:5

#NigeriaDecides2023 #ObidientMovement #NewNigeria #ANewNigeriaisPOssible https://t.co/80lSbZAq5L",0,0,0,Twitter for Android,657,"Lagos, Nigeria"
2023-02-23 01:27:07,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628567094198521858,"Now Playing on 234Radio, Venessa Carlton - 1000 mile.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 01:22:20,NewsWavesNaija,Newswave Daily,https://twitter.com/NewsWavesNaija/status/1628565892979097602,"Lols 😅

Obi-dients will say the Bird 🐦 is chirping ""Vote Peter Obi""

😅😄😜

Obi-dients Na wa for Una

#NigeriaDecides2023 
#2DaystoElection
#ObiDatti2023 
#AtikuOkowa2023 
#jagabanarmy 
#PeterObi4President2023 https://t.co/HkMqI3SvsP",0,0,0,Twitter for Android,530,"Lagos, Nigeria"
2023-02-23 01:20:16,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628565369848733700,"Now Playing on 234Radio, Toni Braxton - Me and my boyfriend.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 01:17:43,Goolaayo,Gifted,https://twitter.com/Goolaayo/status/1628564729584132097,"Stock your homes with foodstuffs, I repeat stock your homes with foodstuffs...Issokay, #NigeriaDecides2023",0,0,0,Twitter for Android,271,Planet Earth
2023-02-23 01:14:07,ProudlyAustin,Austin Okon-Akpan,https://twitter.com/ProudlyAustin/status/1628563822360272903,"God bless Nigeria 🇳🇬 💚

#NigeriaDecides2023",1,0,0,Twitter for Android,21363,"Lagos, London & 📺 "
2023-02-23 01:13:38,ng_franking,SOSO🛑,https://twitter.com/ng_franking/status/1628563702420054016,"@seyilaw1 Your opinion is noted and you have the right to vote and be voted for. 
 But you can do that without quoting other tweet just to make a point. Let's meet 25th February and cast our votes 

#PeterObi4President2023
#NigeriaDecides2023 
#",0,0,0,Twitter for Android,1926,
2023-02-23 01:13:26,muhsal_,Muhammad Faisal,https://twitter.com/muhsal_/status/1628563653887754242,"As the Election Day is coming closer, please make Una vote wisely, make u remember sey the person wey u choose na him go rule for the next 4yrs, no money is worth your vote, Make we vote wisely 🙏🥺
#NigeriaDecides2023",0,0,0,Twitter for iPhone,72,Turkey
2023-02-23 01:13:04,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628563557523521536,"Now Playing on 234Radio, Celine dion - seduces Me.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 01:08:53,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628562506238119942,"Now Playing on 234Radio, CRAIG DAVID - 7 Days.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 01:08:44,dipson_ola,Dipson 001 🔱🐺,https://twitter.com/dipson_ola/status/1628562468841693185,"You've been working overtime on Tinubu and I commented your effort but pls give me the details of Obi's achievements while in office. 
#NigeriaDecides2023",0,0,0,Twitter for Android,513,"Lagos, Nigeria"
2023-02-23 01:08:08,myfamilydoctor1,𝔪𝔶𝔣𝔞𝔪𝔦𝔩𝔶𝔡𝔬𝔠𝔱𝔬𝔯📚🩺🌍,https://twitter.com/myfamilydoctor1/status/1628562318001950721,"Come Saturday February 25th, 2023

“We must choose either Champagne for a few or 
Safe drinking water for all.”
- Thomas Sankara

Now read it again, slowly.

#NigeriaElections2023 #NigeriaDecides2023 #ObiDatti2023",2,0,0,Twitter for iPhone,3225,📍🇬🇧||🇸🇦||🇳🇬
2023-02-23 01:05:05,LemonadesWith,Lemonades with Lemons,https://twitter.com/LemonadesWith/status/1628561552105213954,"On February 25th, cast your vote, do not wear any party paraphernalia, and keep your eyes on! 

New episode out:
https://t.co/Cqcn65fU8a

#nigeria2023 #apc #pdp #labourparty #peterobi #atikuabubakar #bolatinubu #nigeriadecides2023 #buhari #electionsinnigeria #obidient https://t.co/rs3Uvaxmiz",0,0,0,Twitter Web App,136,
2023-02-23 01:03:09,1Mac_Obrian,The prophecy,https://twitter.com/1Mac_Obrian/status/1628561061908475904,"i love the way God is using RMK in this election. just imagine all the votes in NW, especially kano going to the APC.  God is great, he prepared RMK for this moment
#RMK2023 all the way. you guys are doing great😇
/chimaroke /ekweremandu #NigeriaDecides2023",3,1,0,Twitter Web App,884,lagos
2023-02-23 01:02:07,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628560803367469057,"Now Playing on 234Radio, Lionel Richie - I Call It Love.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 01:00:48,kaban05,Kaban,https://twitter.com/kaban05/status/1628560472101249024,"Vote for your conscience 
#NigeriaDecides2023",0,0,0,Twitter for Android,27,Near....
2023-02-23 00:54:38,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628558919881588741,"Now Playing on 234Radio, PHIL COLLINS - Against all odds.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 00:50:18,Dr_Kemkanma,Dr. Ezekwu Precious K.,https://twitter.com/Dr_Kemkanma/status/1628557829115113472,"In Nigeria, we practice the political ideology of biased divide not on competence (capacity) but on Religion, Tribalism &amp; Political parties.
If we must secure our future, then we must vote for “competence” on Saturday 25th February 2023.

✅PETER OBI!
#NigeriaDecides2023 #Nigeria https://t.co/zmFaY165fW",0,0,0,Twitter for iPhone,287,"Port Harcourt, Nigeria"
2023-02-23 00:49:58,RoyalDestinyTv1,Royal Destiny Media,https://twitter.com/RoyalDestinyTv1/status/1628557746906796034,"Nigeria decides. Who will President Buhari hand over power to
in May 2023?
#NigeriaDecides2023 https://t.co/0BkJ5L9cHN",3,3,0,Twitter for Android,71,
2023-02-23 00:49:53,Gtime_Okon,"Iniobong Okon, MNCS, YEN, DSMS",https://twitter.com/Gtime_Okon/status/1628557725503193088,"It's the Presidential &amp; National Assembly Election again in my Country. May we get it right this time through our PVC, so we can find light at the end of the tunnel.

#NigeriaDecides2023
#DontSaleYourVote
#MyPVC4myChioce
#AnElectorate https://t.co/7mKczfaEgN",0,0,0,Twitter for Android,78,"Port Harcourt, Nigeria"
2023-02-23 00:49:12,IreneJob,IRENE JOB,https://twitter.com/IreneJob/status/1628557553146769410,"I am not one to mislead anyone ignorantly or for personal gains. 

I have never being that person and I will never be that person. 

Whenever you see me fighting or insisting on a particular agenda, please understand that it is for the greater good of mankind.
#NigeriaDecides2023 https://t.co/5kq99RHQiI",0,0,0,Twitter for iPhone,429,"Alberta, Calgary"
2023-02-23 00:48:56,profmowsix,🇳🇬🇬🇧Bird Catcher,https://twitter.com/profmowsix/status/1628557484318228480,"A lot of people saying by political calculations Peter Obi won't this election should come to the realisation that it's no longer business as usual, there is a paradigm shift in Nigerian politics and they should embrace that change. #NigeriaDecides2023",0,0,1,Twitter for Android,4293,"Birmingham, England"
2023-02-23 00:46:52,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628556967969955841,"Now Playing on 234Radio, Backstreet boys - Take me there.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 00:42:25,senatorkentro,Tope Okunlola,https://twitter.com/senatorkentro/status/1628555846169796610,"He @officialABAT gives us bragging rights everyday... 
#VoteAPC 
#NigeriaDecides2023",0,0,0,Twitter for Android,600,"Ibadan, Nigeria"
2023-02-23 00:41:58,Teksvictor,Victor Tubomie,https://twitter.com/Teksvictor/status/1628555734538457094,"Dear Nigerian Youths,
It's time for us to Arise and obey the #Nigeriancall. This Saturday #NigeriaDecides2023 &amp; we must go out and vote to take back our country #Nigeria. Believe me, if we miss this opportunity, it will take another 8years before we can get it back but God forbid",1,0,0,Twitter Web App,150,"Portharcourt, Nigeria"
2023-02-23 00:40:23,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628555335630745603,"Now Playing on 234Radio, Evanescence - Broken.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 00:34:29,HabenHagerey,WeletZeynebYasin,https://twitter.com/HabenHagerey/status/1628553851161792512,"This level of US interference in Nigerian election is unprecedented!

#NoMore
#USA_InterferesInNigeria
#NigeriaDecides2023",0,0,0,Twitter for Android,6,
2023-02-23 00:34:22,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628553822283960321,"Now Playing on 234Radio, DIANA ROSS - Every Day ia a new day.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 00:30:13,AVPTVRADIO,African Voices Platform,https://twitter.com/AVPTVRADIO/status/1628552777138929667,"Ahead of Nigeria's presidential election on Saturday our PhD student partner from the @sheffielduni @CEI_Sheffield @AderintoStephen wrote this article to highlight some of the current challenges facing the country. #NigeriaDecides2023 
https://t.co/7YUNjO1Tjw",1,1,0,Twitter for Android,681,"Sheffield, England"
2023-02-23 00:27:12,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628552016824881153,"Now Playing on 234Radio, Shania Twain - You are stil the one.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 00:25:08,SibandaBlessed,Gombalume.,https://twitter.com/SibandaBlessed/status/1628551497452605440,"#NigeriaDecides2023  never seen young and old so determined to make their mark.Zimbabwean people you have a lot to learn from the Nigerians especially the youth.
Religious people,Artists,prominent people and all the influential individuals are not even afraid to express their",0,0,0,Twitter for Android,797,"Philadelphia, PA"
2023-02-23 00:24:53,Mikkymajor,ميخائيل MYKEL,https://twitter.com/Mikkymajor/status/1628551432818376708,"When hunters go to the forest, they go to hunt animals, but in my country, they go to the forest to 'hunt for PVCs.'
Never a dull moment being a Nigerian.🤣🤣🤣🤣🤣
#InterestingDaysAhead
#NigeriaDecides2023",0,0,0,Twitter for Android,386,planet pluto
2023-02-23 00:22:54,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628550933436108804,"Now Playing on 234Radio, Boys 2 Men - I do.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 00:21:48,Ninalowoazeez1,Ninalowo,https://twitter.com/Ninalowoazeez1/status/1628550659782979585,"#NigeriaDecides2023
Breaking News 🗞️😅
Happening now at Atiku's campaign headquarters in Wuse 2 Abuja. As Atiku's supporters and workers are stranded over non payment of allowances.😂😂😂
@lollylarry1 Dino melaye don Carry PDP handicap with Atiku Mr sell it all dollars 😃😃😂 https://t.co/k7n3Uxi1bv",12,8,0,Twitter for Android,3756,"Sparta, MI"
2023-02-23 00:20:30,ilovewealth1,Wealth Lauren💕,https://twitter.com/ilovewealth1/status/1628550328688713731,"I’m ready to be your Sugar babe💰. @PeterObi whatsup big head😍
.
.
.
.
#PeterObi4President #PeterObi #PeterObi2023 #NigeriaDecides2023 #NigeriaElections2023 #Nigeria https://t.co/zu7TKC53bt",0,0,0,Twitter for iPhone,30,
2023-02-23 00:17:23,SoftcashXchange,$ōft_çryptÒ_Ü🚿,https://twitter.com/SoftcashXchange/status/1628549548191715330,"If he @PeterObi of the @NgLabour wins
I will give 1,000,000 $SHIB to 5 people if #PeterObi wins this presidential election on Saturday 25-2-2023 #ObidientMovement follow and drop your comment below #SHIBARMYSTRONG #NigeriaDecides2023 🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬 #PeterObiForPresident2023 #soft https://t.co/ZV2snoVUcF",0,0,1,Twitter for Android,158,
2023-02-23 00:16:39,profbiodun,Abiodun Buari,https://twitter.com/profbiodun/status/1628549361104814081,"It is not until we turn to violence or war that we acknowledge our diversity. Presidential talents are equally distributed, and so should opportunities to get to Aso Rock. Every region should be carried along intentionally. #NigeriaDecides2023 #NigeriaElections2023",0,0,0,Twitter for iPhone,1444,"Oxford, England"
2023-02-23 00:16:28,Tehilah_01,𝗧𝗘𝗛𝗜𝗟𝗔𝗛,https://twitter.com/Tehilah_01/status/1628549316271910914,"Barr. Oyibo chukwu of LP in Enugu would have retired Chimaroke but these evil men dicided to cut him short

#NigeriaDecides2023 . Peace accord.  RCCG. balablu. Rivers. Seyi makinde. Wike.  Enugu https://t.co/GVAOBgIhat",18,14,0,Twitter for Android,455,"Port Harcourt, Nigeria"
2023-02-23 00:16:22,charlesdekunle,Charles Adekunle™,https://twitter.com/charlesdekunle/status/1628549289344479232,"Do not allow Politics Destroy your Relationship with Friends and Families. 

Politics is never a war, but a game of personal interest.

Election will go, Humanity still Remains.  Shalom ✌️

#SleepingPill #DoctorGold #Quotewise #NigeriaDecides2023 #LabourParty #gtbank",0,0,0,Twitter for Android,644,Global 🌎
2023-02-23 00:14:24,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628548797520281601,"Now Playing on 234Radio, Dionne Farris - I Know.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 00:09:44,DokitaOlamide,DOKITA OLAMIDE,https://twitter.com/DokitaOlamide/status/1628547621110403075,"Their mind is soft at the sight of money than the mind of prostitute at the sight of cash or alert..

Be peaceful with your neighbor!
Election will come and go!
Get some sense in dealing with political issues!

#Obidients 
#NigeriaDecides2023 
#PeaceNotWar 
#electionIsNotWar",1,0,0,Twitter for Android,124,
2023-02-23 00:06:01,my234Radio,234𝐑𝐚𝐝𝐢𝐨 🌍,https://twitter.com/my234Radio/status/1628546687642861568,"Now Playing on 234Radio, 4 PM - Sukiyaki.

Listen live on https://t.co/CtrpndTCI7

Download 234Radio mobile app on iOS and Android.

Elections have consequences. 
#VoteWisely #Nigeria #NigeriaDecides #NigeriaDecides2023",0,0,0,Radio.co now playing,10947,"UK, USA, South Africa, Nigeria"
2023-02-23 00:04:11,Tehilah_01,𝗧𝗘𝗛𝗜𝗟𝗔𝗛,https://twitter.com/Tehilah_01/status/1628546224927145987,"Normally  Barr. Oyibo chukwu will retire Chimaroke from senate, reports reaching us is that he has been short and feared dead 

Why chase after a party without structure 

#NigeriaDecides2023 Vote LP.  Peace accord.  Rivers . Wike https://t.co/XOZWgvbU2q",10,5,0,Twitter for Android,455,"Port Harcourt, Nigeria"
2023-02-23 00:01:42,bimbovianu,Vianu Bimbo🔴,https://twitter.com/bimbovianu/status/1628545597526487041,"Vote wisely 

#RMK2023 #NigeriaDecides2023 https://t.co/ndJw8JiCTR",0,0,0,Twitter for Android,612,"Abuja, Nigeria"
2023-02-23 00:00:50,Solaf4u,Saheed Abiodun,https://twitter.com/Solaf4u/status/1628545380186226688,"Look at the trend carefully and see the way we are part of our problems. We allow the minority to decide to majority. As our population increases, number of voters decreases. Let's make a change now.

#changeleadership
#Nigeria 
#NigeriaDecides2023 
#NigeriaElections2023 
#Solaf https://t.co/0IxV5TxkKM",0,0,0,Twitter for Android,1,
2023-02-22 23:59:42,AdajeObiaboSund,Adaje Obi'abo Sunday 🇳🇬🌍,https://twitter.com/AdajeObiaboSund/status/1628545096370081793,"Congratulations @KwankwasoRM for the orderly and violence-free campaign you have done thus far. 

Please, let all candidates for #NigeriaDecides2023 conduct themselves peacefully before, during and after the #ElectionDay. @votenotfight:#ElectionNoBeWar @Aliisyaku31 @KksyNews",0,0,0,Twitter for Android,2411,"Abuja, Nigeria"
